Activity Name: stand/
UserID: 22278
StartTime: 0
x	y	z
655	686	403
627	673	391
617	680	404
643	688	431
652	688	428
627	684	384
611	726	334
611	608	401
609	686	456
606	787	384
593	774	327
583	748	334
542	767	382
483	824	403
443	849	371
432	822	364
487	927	302
470	792	272
499	720	204
536	857	44
598	1048	-73
563	943	-73
513	783	14
467	663	47
464	779	80
446	871	124
420	992	120
419	963	151
454	935	201
463	881	348
415	838	352
423	782	312
455	859	296
489	799	312
473	883	328
435	835	419
428	785	462
451	764	460
447	799	427
457	783	362
483	838	358
479	860	344
489	830	343
496	816	328
504	777	364
499	745	369
487	792	323
483	847	265
508	846	281
564	865	278
575	828	249
577	816	214
559	868	140
608	881	-20
604	1176	-80
543	984	-74
448	1004	-24
358	928	-8
286	916	-20
190	964	-25
115	775	7
70	720	-4
81	790	19
57	688	89
112	776	127
233	952	171
304	849	160
408	1031	174
430	1167	158
492	1222	129
415	870	316
368	732	721
199	856	662
89	736	551
127	646	540
190	667	566
367	568	696
467	551	686
652	624	822
728	635	864
591	760	929
431	737	742
401	713	678
382	736	662
329	740	628
286	784	639
275	753	673
292	759	707
327	711	750
323	704	720
295	705	668
296	755	625
339	747	604
379	761	564
352	720	519
335	719	584
313	703	679
260	752	668
291	806	628
316	766	619
307	783	632
284	843	609
280	819	595
303	791	595
316	761	599
323	750	587
307	771	591
299	816	638
280	806	623
302	800	592
313	798	598
318	783	615
312	783	615
295	775	596
302	775	590
308	775	585
310	785	604
312	804	607
307	796	588
300	798	590
307	790	579
308	775	582
315	793	595
316	803	596
304	803	583
310	799	585
307	790	598
315	793	596
319	795	582
316	792	579
312	791	576
316	795	591
321	795	591
319	796	583
312	795	572
316	796	569
323	803	575
323	795	582
327	796	580
319	796	575
323	792	572
323	791	575
321	800	584
327	814	568
329	787	563
326	790	566
323	791	569
331	806	569
327	807	566
321	801	563
327	798	568
334	792	572
334	792	561
323	803	560
326	799	568
327	796	566
339	808	569
332	806	558
331	798	542
327	803	563
332	807	568
337	803	572
340	803	571
332	801	551
337	788	550
339	799	563
332	803	563
339	792	572
344	791	568
342	798	564
331	798	551
327	790	571
334	784	575
344	787	568
343	788	563
334	803	580
327	815	574
335	792	556
352	780	563
336	785	572
327	788	560
334	806	571
331	804	580
329	809	560
334	796	560
331	803	579
329	799	564
334	792	576
307	792	659
278	763	692
252	848	697
260	787	654
316	703	584
380	676	551
376	744	591
280	763	659
224	732	684
267	788	675
287	752	622
331	705	615
304	764	585
297	812	680
220	804	708
259	804	632
307	752	614
313	715	630
304	780	604
284	851	601
279	811	608
300	784	611
296	792	603
297	792	600
289	777	599
294	792	607
280	798	606
291	803	600
294	799	591
305	787	585
297	785	591
310	782	604
274	812	600
278	807	591
302	782	604
305	784	595
294	808	591
280	822	585
282	799	579
302	780	584
312	768	583
294	812	624
279	835	616
292	806	563
312	782	588
304	790	592
304	792	590
300	776	596
284	817	577
287	812	585
307	782	583
310	783	590
295	807	579
289	816	582
311	792	579
305	806	583
294	799	600
297	800	600
302	806	583
304	787	579
304	795	583
300	795	576
310	788	587
303	804	595
302	799	587
310	793	591
299	785	600
307	792	588
315	803	583
294	804	576
304	792	583
316	799	620
336	769	620
353	703	590
425	696	632
569	551	783
647	671	603
555	889	400
483	816	392
424	636	407
425	702	396
435	827	407
455	876	404
452	902	367
440	964	334
427	847	272
479	824	267
551	931	355
544	734	408
579	752	448
580	705	423
552	734	403
560	728	400
575	681	387
591	734	390
616	732	391
620	723	385
624	744	303
617	824	265
592	819	271
556	799	300
535	816	329
539	747	348
568	723	316
599	683	300
625	694	265
635	716	238
622	729	223
627	764	224
647	799	230
643	790	227
630	775	215
614	775	195
608	776	169
600	783	172
588	793	163
576	798	176
576	780	206
582	783	224
588	790	230
604	791	224
619	800	207
604	784	195
600	776	208
588	774	207
582	783	211
576	792	209
574	812	204
580	819	199
567	808	199
560	784	211
560	780	217
566	782	220
576	790	217
604	806	222
620	819	231
604	785	239
608	752	238
607	756	255
615	739	259
615	727	252
617	732	248
625	736	255
632	736	264
639	729	251
652	729	247
655	752	239
659	791	259
659	824	280
651	856	321
614	843	360
584	828	380
543	808	428
499	743	454
440	723	428
414	753	323
424	815	350
419	737	438
408	710	497
391	705	511
377	715	529
392	663	504
463	767	531
496	787	568
455	743	560
432	767	536
432	770	531
457	723	543
467	760	588
455	763	604
508	760	616
568	702	632
563	713	515
544	694	419
496	710	312
489	665	351
484	615	412
508	654	380
550	750	358
608	907	411
654	878	478
699	903	479
679	995	483
615	1094	443
507	961	390
380	875	326
283	831	249
239	831	240
176	865	195
108	871	183
23	1036	207
-8	1065	230
-2	988	339
-26	675	545
-71	620	726
-132	804	743
-42	719	682
-29	417	580
-82	871	531
-95	880	633
-116	887	575
-137	926	467
-90	902	511
-103	892	408
-177	1009	103
-200	1043	56
-234	1030	38
-269	1004	-15
-281	1020	-10
-264	975	39
-244	915	46
-260	888	-29
-281	935	-66
-293	985	-90
-306	959	-106
-309	940	-128
-253	1030	-108
-271	1044	-116
-309	944	-164
-328	908	-173
-322	937	-130
-317	952	-88
-317	935	-55
-320	931	-52
-324	935	-45
-333	967	-61
-336	960	-63
-346	945	-68
-356	931	-80
-353	935	-82
-348	894	-69
-345	888	-69
-349	936	-77
-356	936	-72
-365	953	-77
-378	961	-89
-376	936	-90
-375	918	-97
-377	921	-109
-378	927	-116
-381	921	-120
-381	929	-109
-376	936	-77
-372	919	-60
-375	921	-61
-373	936	-68
-381	929	-88
-381	928	-85
-388	924	-78
-385	899	-65
-387	908	-57
-388	932	-57
-383	944	-58
-381	950	-52
-388	934	-55
-392	927	-77
-394	934	-90
-385	920	-80
-388	926	-83
-402	947	-98
-416	952	-89
-413	940	-77
-392	926	-60
-376	924	-45
-346	927	-49
-340	908	-56
-344	915	-60
-360	915	-49
-383	940	-34
-405	942	-37
-404	935	-40
-402	911	-41
-401	889	-49
-413	896	-61
-409	910	-41
-413	921	-36
-418	923	-49
-420	934	-55
-415	942	-61
-409	913	-49
-400	903	-49
-391	924	-61
-392	923	-64
-385	923	-33
-391	929	-26
-400	919	-8
-409	919	17
-386	944	24
-381	969	12
-372	950	12
-367	940	-1
-368	919	-13
-377	920	-23
-376	924	-16
-372	913	-16
-375	924	-18
-373	940	-16
-372	952	-8
-360	944	-9
-351	940	-2
-359	961	0
-354	932	-20
-357	929	-41
-352	937	-48
-346	955	-56
-349	945	-52
-343	960	-45
-343	960	-41
-328	960	-41
-321	952	-29
-320	952	-25
-321	947	-29
-321	950	-29
-329	950	-13
-336	947	-12
-338	948	-18
-335	940	-15
-333	947	-25
-337	944	-16
-333	936	-8
-332	951	-16
-328	944	-20
-317	947	-28
-317	961	-44
-320	963	-63
-313	972	-72
-312	952	-77
-298	952	-89
-295	948	-111
-293	942	-97
-288	956	-90
-292	963	-93
-297	951	-89
-293	959	-97
-295	944	-88
-292	924	-98
-288	958	-114
-288	984	-129
-296	975	-130
-296	960	-121
-296	947	-128
-303	945	-137
-308	952	-128
-305	940	-130
-301	952	-132
-296	945	-127
-303	955	-141
-313	956	-141
-317	943	-136
-321	940	-136
-320	948	-116
-316	944	-109
-314	947	-113
-308	936	-106
-309	940	-106
-306	960	-113
-311	956	-109
-308	950	-104
-319	953	-109
