Activity Name: bus/
UserID: 2227
StartTime: 0
x	y	z
-849	299	540
-812	376	500
-800	408	496
-781	424	491
-781	464	465
-749	521	470
-733	548	457
-744	572	443
-760	576	417
-765	566	404
-793	579	376
-799	592	384
-786	615	387
-765	619	406
-761	579	398
-751	551	368
-749	536	335
-746	540	312
-748	543	287
-760	576	275
-775	643	287
-746	676	289
-735	692	287
-719	660	263
-711	639	230
-717	639	207
-721	627	182
-720	656	156
-721	652	152
-732	566	163
-769	508	112
-788	492	51
-724	499	-20
-616	577	-7
-501	659	-77
-453	548	-121
-439	616	-181
-239	816	-424
-313	799	-760
-309	804	-847
-234	816	-884
-121	774	-897
-23	691	-868
-7	675	-802
-26	620	-724
39	591	-628
127	622	-722
212	787	-671
272	702	-698
459	692	-732
568	664	-600
665	617	-503
731	572	-455
739	587	-377
798	611	-244
844	579	-119
871	543	-25
884	599	-33
860	812	-175
771	726	-208
639	596	-66
796	704	-25
847	611	27
856	608	-90
799	686	-268
759	663	-1
734	662	-156
846	712	-345
796	681	-208
776	687	-180
798	767	-105
767	799	-66
652	779	99
655	700	156
696	702	161
688	699	12
721	719	-49
782	777	-164
752	787	-162
767	831	-141
723	844	-111
540	824	-53
518	831	-234
439	792	-351
-839	1100	-776
-415	894	-576
681	1183	-77
144	1033	48
183	1072	131
311	716	304
395	552	352
396	915	432
497	1001	608
151	780	847
399	666	691
368	793	743
486	476	620
633	-176	721
624	73	924
716	272	696
664	116	686
590	103	740
489	419	761
231	648	934
312	678	688
608	551	535
536	526	559
622	460	476
779	812	334
775	1084	483
720	583	611
639	63	583
707	127	763
723	750	1008
567	494	1195
595	280	463
700	-272	470
652	168	739
600	-16	868
673	-93	880
655	-84	855
496	174	526
615	476	582
920	353	814
1004	364	1087
867	456	963
760	198	767
593	376	611
575	295	515
596	-121	632
739	-114	665
831	31	576
905	-177	519
1017	-442	732
921	-500	633
807	-210	654
771	33	751
771	-9	756
809	-241	728
807	-212	799
766	-189	928
648	-170	775
711	-257	744
967	-264	887
862	-245	691
755	-352	556
887	-439	767
755	-272	671
774	-305	508
780	-546	484
884	-528	636
873	-256	705
871	17	670
931	-39	679
876	-252	712
849	-409	760
876	-285	577
792	-304	636
553	-541	515
472	-407	641
511	-359	728
721	-208	688
860	270	798
808	-655	536
1115	-272	524
1150	-96	867
1063	-416	811
881	-296	460
982	-77	556
902	-177	632
787	-260	524
833	115	524
772	131	456
711	153	384
825	-97	486
903	-685	579
1031	-546	609
1059	-138	704
1027	-436	620
1107	-474	625
1124	-423	615
1104	-450	680
960	-461	700
840	-348	783
616	-224	496
600	-370	647
630	-185	931
472	-156	771
455	224	728
374	385	999
92	444	822
127	723	823
257	864	547
132	1043	380
33	995	185
47	721	51
81	599	48
147	524	187
124	719	454
217	897	551
328	928	569
324	1048	334
201	1091	108
102	1185	-392
57	1203	-424
129	1031	-415
81	936	-509
52	1006	-609
46	991	-761
20	849	-783
3	817	-881
19	609	-845
24	528	-828
-1	537	-829
-8	560	-868
-16	536	-847
-10	419	-868
8	432	-912
28	339	-970
44	446	-1025
94	454	-881
67	398	-989
14	342	-1087
-68	344	-994
-64	332	-977
-47	399	-962
-32	419	-927
-100	347	-930
-137	280	-847
-152	374	-904
-170	472	-890
-165	496	-793
-144	561	-789
-103	471	-653
-55	695	-765
-72	924	-948
-153	1139	-953
-279	936	-817
-404	908	-618
-442	1011	-372
-464	899	-300
-482	756	-141
-497	824	-28
-495	684	92
-481	672	185
-447	636	230
-456	683	248
-448	776	344
-496	768	260
-479	792	193
-529	764	247
-537	785	311
-525	787	321
-537	771	369
-521	857	310
