Activity Name: bike/
UserID: 22867
StartTime: 0
x	y	z
73	455	-1012
56	432	-973
35	448	-957
44	489	-985
71	467	-970
75	473	-957
79	460	-937
135	433	-925
187	496	-967
209	448	-968
227	447	-962
207	435	-945
198	390	-921
199	391	-900
194	440	-924
289	456	-967
319	425	-877
331	366	-898
319	419	-946
319	319	-936
352	316	-948
366	303	-945
342	318	-933
355	337	-957
352	299	-930
342	262	-927
343	255	-943
351	280	-965
368	252	-1004
380	231	-978
361	236	-968
334	220	-954
328	220	-981
334	227	-993
339	216	-993
348	204	-989
343	207	-986
318	233	-1008
304	216	-1007
294	208	-1009
284	216	-999
291	230	-1009
296	227	-1020
310	204	-996
315	176	-1005
311	167	-1005
295	179	-1015
289	204	-1028
291	206	-1028
305	199	-1028
307	192	-1025
295	163	-1012
288	159	-1016
286	163	-1020
287	179	-1025
281	191	-1028
280	185	-1029
273	176	-1026
271	166	-1053
259	171	-1020
263	176	-1012
271	175	-1028
268	168	-1037
264	172	-1034
252	176	-1020
244	172	-1021
247	196	-1026
247	188	-1031
252	177	-1028
260	176	-1025
263	177	-1036
263	185	-1048
262	184	-1036
260	168	-1018
259	164	-1031
255	161	-1038
247	168	-1039
241	176	-1039
248	184	-1049
265	199	-1047
264	182	-1029
267	163	-1032
271	152	-1032
257	161	-1033
254	182	-1040
254	193	-1032
252	191	-1025
259	176	-1032
262	167	-1032
259	171	-1026
263	176	-1029
267	177	-1039
270	163	-1034
263	167	-1033
262	168	-1032
257	171	-1028
255	171	-1034
255	166	-1037
263	164	-1040
270	175	-1056
270	175	-1032
247	163	-1001
244	150	-1012
267	161	-1049
268	160	-1039
259	135	-1039
259	145	-1047
262	168	-1047
265	120	-1028
195	171	-989
120	344	-889
30	264	-759
-56	64	-761
-188	239	-917
-261	302	-1048
-360	377	-1081
-434	313	-888
-525	284	-868
-562	355	-940
-633	159	-781
-845	124	-832
-1120	321	-1031
-1175	345	-858
-1096	268	-520
-1025	291	-292
-992	131	-272
-1071	96	-285
-1053	96	-360
-1053	172	-402
-1050	273	-516
-1018	227	-439
-897	60	-296
-881	39	-232
-961	67	-260
-1095	368	-589
-1272	654	-553
-1104	964	-753
-817	916	-772
-516	727	-832
-365	583	-874
-285	536	-893
-156	428	-909
-89	494	-818
7	415	-761
49	423	-705
116	428	-722
207	320	-724
335	281	-799
360	401	-689
419	438	-732
496	264	-780
536	420	-832
544	350	-776
590	310	-839
575	329	-823
560	270	-833
544	238	-817
540	270	-839
536	278	-832
534	297	-845
545	272	-879
540	284	-853
535	271	-861
524	240	-841
511	244	-825
540	248	-856
539	255	-855
534	271	-876
496	267	-797
427	280	-784
318	265	-644
193	241	-737
139	328	-861
33	526	-889
-36	403	-900
-141	371	-864
-313	271	-528
-788	358	-400
-965	602	-677
-996	707	-658
-964	587	-612
-1052	487	-632
-1329	448	-745
-1490	480	-847
-1412	311	-746
-1266	39	-336
-1161	-20	-409
-941	-56	-537
-722	-20	-514
-636	236	-609
-680	230	-549
-912	-9	-237
-1172	33	-431
-1249	64	-340
-1241	247	-327
-1040	267	-336
-570	67	-433
-241	110	-528
-239	120	-292
-522	439	-713
-669	283	-928
-1101	67	-508
-1604	108	-394
-1423	-215	-701
-1295	-33	-609
-1044	-232	-64
-660	-89	-221
-249	665	-866
-376	531	-1017
-996	216	-569
-1188	-264	3
-1559	-127	71
-1581	-185	51
-1354	-68	-68
-1081	83	-72
-529	241	-589
-29	591	-1124
-239	115	-733
-711	555	-392
-866	259	-164
-1148	272	110
-1056	751	-196
-1514	841	-289
-1488	115	-180
-961	-255	-193
-717	374	156
-845	595	980
-1332	577	1040
-1529	344	-410
-1056	7	-1188
-1217	-85	-377
-1572	120	135
-836	260	-101
150	-183	244
385	-157	17
161	-52	-537
-1232	1888	560
-937	-165	1039
