Activity Name: sit/
UserID: 6370
StartTime: 0
x	y	z
-424	-164	958
-417	-177	988
-441	-186	988
-472	-194	952
-456	-189	964
-441	-188	984
-445	-177	971
-450	-183	972
-448	-186	982
-452	-186	969
-452	-193	967
-445	-183	968
-447	-189	966
-453	-180	972
-456	-175	968
-456	-178	967
-447	-172	976
-448	-170	975
-447	-180	968
-450	-177	972
-448	-178	972
-449	-178	976
-449	-181	975
-449	-183	975
-449	-183	975
-449	-181	976
-448	-184	975
-452	-180	972
-449	-177	968
-444	-185	972
-444	-186	977
-449	-175	968
-447	-180	972
-445	-183	982
-445	-184	975
-448	-185	971
-447	-185	979
-445	-184	971
-447	-189	974
-445	-185	976
-445	-186	972
-445	-185	969
-449	-189	975
-445	-189	975
-449	-189	974
-445	-185	969
-448	-189	972
-447	-193	967
-444	-192	967
-445	-186	964
-445	-189	972
-452	-193	974
-455	-192	972
-452	-192	979
-450	-189	966
-447	-191	962
-449	-196	967
-445	-189	968
-445	-193	963
-456	-189	975
-455	-189	975
-448	-186	972
-452	-192	982
-453	-191	968
-449	-189	963
-455	-194	972
-456	-189	968
-449	-193	963
-452	-192	980
-456	-194	964
-452	-193	963
-450	-192	980
-449	-189	964
-452	-193	960
-449	-194	967
-448	-193	958
-449	-197	974
-450	-189	980
-447	-189	969
-456	-193	972
-449	-196	975
-445	-191	969
-449	-192	969
-441	-191	974
-441	-192	971
-445	-191	971
-445	-193	975
-450	-192	975
-448	-185	968
-442	-189	974
-445	-191	979
-447	-193	971
-448	-193	972
-449	-192	966
-447	-191	970
-447	-194	975
-449	-186	976
-449	-191	968
-445	-192	968
-449	-192	974
-449	-193	968
-448	-189	963
-450	-196	974
-448	-194	975
-450	-199	971
-447	-193	967
-449	-194	968
-449	-200	972
-449	-196	979
-455	-207	960
-456	-210	967
-455	-223	959
-440	-217	950
-445	-225	966
-448	-232	975
-445	-237	935
-445	-255	947
-436	-247	988
-450	-290	947
-456	-317	856
-484	-348	883
-485	-324	975
-505	-359	919
-426	-239	903
-373	-197	967
-423	-224	991
-457	-204	971
-457	-159	918
-388	-228	899
-330	-313	963
-353	-260	961
-420	-416	956
-544	-304	889
-577	-317	784
-560	-321	748
-568	-335	748
-525	-377	721
-488	-391	737
-469	-433	756
-433	-452	806
-415	-511	824
-385	-648	878
-369	-752	908
-369	-812	928
-356	-816	947
-327	-783	888
-296	-705	796
-292	-648	742
-296	-657	743
-292	-720	760
-276	-756	745
-263	-749	719
-253	-724	711
-225	-719	707
-194	-745	699
-184	-761	679
-193	-735	663
-217	-746	646
-237	-823	652
-241	-897	664
-245	-944	684
-242	-953	700
-229	-937	702
-212	-933	699
-185	-887	665
-178	-852	632
-191	-855	616
-177	-871	603
-156	-881	616
-121	-857	632
-113	-848	663
-97	-845	678
-89	-855	680
-82	-849	684
-88	-841	679
-98	-836	671
-103	-845	664
-105	-842	662
-106	-840	663
-111	-839	675
-109	-852	683
-113	-844	668
-120	-832	651
-121	-839	647
-120	-841	644
-120	-837	652
-122	-849	651
-128	-857	647
-125	-857	652
-124	-852	649
-125	-852	646
-135	-856	646
-133	-866	636
-121	-865	630
-120	-853	644
-116	-872	643
-109	-879	647
-106	-872	638
-93	-872	638
-81	-858	638
-68	-850	647
-64	-848	652
-71	-852	654
-80	-865	639
-89	-880	632
-103	-884	624
-98	-888	624
-89	-890	632
-84	-880	625
-68	-868	632
-64	-863	639
-64	-872	646
-65	-872	632
-64	-868	625
-56	-872	627
-45	-871	630
-23	-868	639
-4	-847	649
25	-804	657
54	-753	712
67	-656	728
80	-495	700
139	-537	691
195	-681	647
172	-900	596
124	-872	585
158	-799	572
192	-797	649
235	-781	732
259	-773	790
363	-817	884
472	-865	1008
419	-793	880
156	-628	799
0	-525	910
-57	-576	1174
-141	-744	1104
-97	-816	952
-74	-712	903
-165	-493	843
-148	-458	984
-97	-552	1095
-127	-589	947
-124	-589	883
-132	-610	969
-114	-584	974
-93	-500	931
-60	-453	897
-37	-456	910
-47	-473	915
-98	-497	918
-125	-528	929
-119	-538	953
-108	-557	938
-130	-605	911
-184	-597	905
-196	-567	916
-193	-612	912
-218	-625	880
-221	-565	911
-185	-541	960
-149	-537	975
-101	-481	984
-61	-465	1017
-58	-449	1036
-80	-505	1020
-97	-541	966
-81	-532	952
-79	-530	951
-74	-517	960
-72	-497	990
-77	-530	968
-97	-569	894
-101	-536	884
-109	-528	907
-127	-552	915
-104	-554	956
-90	-552	987
-95	-516	939
-98	-493	844
-104	-522	856
-87	-589	1086
-44	-484	1116
-72	-497	1031
-68	-457	904
-66	-471	935
-69	-487	999
-68	-477	992
-61	-508	963
-77	-498	995
-112	-473	1006
-114	-520	932
-80	-504	944
-80	-449	972
-69	-504	998
-84	-524	1022
-73	-452	967
-29	-418	929
-29	-383	899
-45	-327	847
-47	-351	1072
14	-493	1360
-33	-471	1296
-119	-424	1033
-101	-481	824
-53	-440	851
-47	-409	1004
-60	-392	1054
-40	-415	1041
-41	-392	967
-37	-345	828
-13	-351	940
-32	-328	1352
-25	-407	1379
-57	-354	1121
-97	-328	831
-81	-362	812
-45	-338	979
-4	-324	1112
-39	-335	1055
-63	-314	980
-66	-285	865
-89	-321	814
-25	-423	1127
-25	-449	1328
-26	-449	1263
-39	-349	1007
-26	-281	934
7	-249	972
28	-337	999
35	-439	1087
-34	-416	1052
-32	-301	918
1	-153	825
103	-343	1176
19	-359	1230
-39	-402	1129
-29	-233	1094
-98	-209	1039
-32	-349	1048
-58	-361	1000
-77	-340	918
-48	-314	872
-28	-272	904
-25	-205	960
-74	-281	1161
-66	-340	1238
-50	-401	1268
-93	-192	1096
-61	-196	992
-25	-269	990
-29	-285	1014
-32	-394	1017
-47	-397	1014
-49	-250	992
-18	-138	1103
76	-301	1278
-16	-386	1187
-88	-272	1047
-98	-365	931
-45	-441	960
-41	-372	1011
-77	-337	1031
-52	-322	984
-32	-320	904
-37	-285	883
-25	-308	1120
-52	-327	1203
-28	-152	1182
63	-241	1239
-13	-335	1030
38	-394	1008
39	-233	967
76	-207	1064
56	-241	1063
54	-197	931
38	-205	1002
107	-146	1159
81	-120	1144
83	-65	1257
-25	-185	1164
-125	-285	924
-144	-397	867
-132	-449	931
-136	-409	952
-138	-296	995
-144	-205	1112
-185	-194	1123
-212	-232	1103
-84	-241	1271
-121	-193	1191
-122	-135	1062
-124	-168	1014
-120	-216	952
-57	-231	838
16	-353	768
87	-474	1123
-8	-474	1383
-25	-200	1137
27	-528	1174
19	-351	1128
-72	-345	940
-72	-336	927
-13	-320	1001
25	-212	1121
32	-199	1055
-15	-285	876
7	-479	1047
-52	-418	1075
8	-183	1159
92	-119	1187
91	-164	1038
172	-156	1006
179	-148	1073
108	-84	1014
95	-64	1009
100	-45	916
44	-29	924
168	-253	1272
112	-450	1119
123	-452	1072
96	-322	1039
22	-47	1059
62	-360	1049
48	-415	1095
12	-314	1055
19	-217	927
40	-176	798
-7	-141	931
47	-605	1264
44	-305	1283
62	-161	1335
-7	-216	1108
-64	-265	924
-25	-388	940
120	-328	1008
159	-324	1131
124	-232	996
73	-65	880
143	-97	1076
158	-80	1224
145	-143	1232
51	-175	1036
48	-289	944
71	-293	1020
72	-255	1054
80	-228	1051
88	-244	999
88	-236	983
78	-271	944
63	-340	1151
68	-205	1315
121	-232	1295
96	-253	1104
62	-217	975
81	-88	956
169	19	1055
148	-32	1000
135	-96	1030
113	-145	1100
64	-69	1103
39	-71	1084
63	-157	1078
78	-151	1067
92	-105	1023
107	-120	998
88	-114	992
54	-193	995
75	-100	1131
44	-138	1143
140	-194	1286
75	-228	1087
71	-217	999
84	-215	1048
70	-153	1072
64	-173	1100
76	-241	1091
88	-248	1065
97	-221	1039
99	-313	1046
111	-217	1123
32	-106	1055
39	3	979
41	135	942
40	-16	1022
92	-213	1287
103	-320	1247
-8	-225	976
51	-237	983
79	-258	1057
65	-153	1072
63	-114	1041
87	-168	1027
96	-175	993
57	-237	911
30	-464	1091
-29	-527	1164
4	-52	1270
-13	-93	1145
-71	-40	1022
-69	-61	920
262	-264	1219
83	-340	1150
-12	-242	947
48	-104	1035
111	-185	1086
39	-244	975
23	-384	1110
-39	-349	1104
-23	-249	1052
-5	-201	1058
59	-82	1124
76	-167	1121
46	-328	1011
22	-336	856
22	-376	871
-42	-401	1190
-144	-114	1417
-189	-39	1182
-116	-101	1014
-92	-57	1001
-50	-8	1064
-45	-105	1124
-53	-114	1100
-106	-104	1065
-89	-36	1185
-44	115	1120
46	-127	1187
3	-133	1020
-20	-237	942
24	-144	943
83	-47	984
201	98	1084
143	-4	1063
56	-202	1055
46	-49	1155
59	8	1308
48	-185	1222
-29	-121	1048
48	-100	1003
80	-76	1059
-2	12	1094
-24	-177	944
7	-362	921
33	-276	976
-18	-130	1159
11	-335	1264
-7	-456	1174
-74	-285	1057
-87	-338	886
-28	-461	864
-26	-376	975
-46	-298	1047
-42	-351	1075
-28	-381	1031
-50	-264	927
-40	-401	992
-23	-457	1115
-1	-388	1264
-144	-244	1030
-88	-281	1052
-93	-153	1025
12	-244	1040
86	-392	1219
-77	-288	995
-82	-164	963
-10	-233	1183
-25	-376	1336
-105	-400	1137
-121	-274	883
-93	-316	831
-25	-225	911
33	-119	1006
99	-93	1065
38	-144	1055
7	-296	870
-49	-473	871
-43	-602	1208
-40	-433	1347
-105	-221	1183
-84	-100	1073
-37	-149	1072
-37	-253	1055
-58	-237	1006
-71	-260	985
-76	-180	1163
-89	-120	1244
-95	-168	1262
-100	-258	1248
-124	-192	1016
-74	-308	879
28	-264	884
92	-220	919
151	-109	940
204	-50	999
155	-125	1075
3	-388	851
87	-173	1255
115	-49	1454
41	-160	1215
28	-272	907
44	-217	911
51	-144	1027
48	-178	1017
51	-303	1054
-10	-180	1048
-41	-71	1116
8	-205	1260
-20	-244	1164
38	-170	1083
-45	-66	984
-45	-124	979
-34	-132	1095
-24	-146	1119
-2	-133	1076
40	-168	1036
-1	-250	944
-100	-272	878
-129	-233	1230
-18	-349	1351
15	-428	1220
-80	-297	966
-45	-260	926
-8	-282	1022
-21	-340	1088
-65	-349	1006
-72	-255	960
-85	-177	963
-29	-241	1052
-40	-353	1159
-16	-397	1260
-97	-301	1039
-34	-217	992
-16	-301	1088
-49	-300	1084
-52	-256	1023
-29	-263	1057
-17	-324	1059
-39	-305	1022
-40	-229	1000
