Activity Name: walk/
UserID: 25231
StartTime: 0
x	y	z
404	-623	-551
504	-680	-633
521	-705	-754
511	-744	-855
508	-624	-882
527	-656	-985
367	-583	-821
332	-548	-597
352	-500	-477
375	-556	-525
382	-601	-605
443	-737	-815
435	-737	-744
356	-748	-800
280	-745	-749
215	-701	-840
243	-612	-653
329	-501	-536
364	-562	-472
379	-629	-482
524	-751	-609
566	-877	-737
555	-956	-772
529	-908	-692
524	-832	-637
268	-877	-397
155	-570	-177
-90	-336	115
-324	-356	275
-442	-482	153
-993	-512	131
-1333	-500	108
-1799	-444	63
-1736	-693	209
-1096	-452	139
-733	-480	143
-538	-452	153
-672	-561	115
-834	-449	143
-1012	-511	280
-1137	-445	247
-1181	-381	143
-1463	-573	20
-1628	-479	81
-975	-226	92
-792	-164	41
-748	-380	-129
-848	-418	-226
-800	-528	-298
-663	-564	-180
-740	-625	-205
-716	-680	-242
-748	-736	-247
-644	-479	-151
-689	-484	-218
-784	-244	-61
-1128	-193	159
-1229	-465	175
-1170	-665	204
-973	-618	163
-1108	-703	131
-1088	-625	72
-1186	-544	-2
-1089	-217	115
-957	-229	94
-975	-218	32
-1009	-237	7
-919	-121	129
-832	-105	156
-912	-292	136
-916	-301	243
-1124	-420	184
-1045	-306	88
-928	-333	120
-866	-392	139
-788	-554	196
-857	-761	116
-1405	-845	137
-1431	-600	156
-1416	-457	119
-1175	-309	150
-897	-333	159
-721	-247	136
-785	-216	152
-1125	-180	175
-1023	-127	220
-897	-205	207
-945	-232	287
-1084	-255	398
-920	-244	184
-951	-288	103
-941	-541	227
-1089	-733	172
-1133	-829	135
-1200	-792	167
-997	-617	112
-1437	-516	92
-1181	-370	163
-721	-288	166
-760	-292	118
-872	-240	104
-1088	-208	187
-1015	-176	195
-961	-162	238
-1074	-157	294
-1097	-216	265
-820	-151	190
-680	-201	156
-839	-333	160
-948	-479	169
-1096	-729	166
-1073	-784	112
-1129	-874	63
-1396	-681	-29
-1460	-506	75
-932	-324	136
-801	-320	79
-833	-226	79
-914	-200	108
-1000	-153	143
-984	-186	136
-1008	-217	163
-1088	-265	259
-1156	-285	243
-848	-200	137
-845	-285	108
-925	-381	112
-989	-610	153
-1010	-729	184
-1073	-738	120
-1053	-720	135
-1487	-586	48
-1309	-392	113
-1036	-284	156
-765	-220	102
-839	-249	79
-1037	-241	118
-1058	-194	150
-900	-144	159
-855	-217	207
-936	-220	265
-1064	-292	198
-857	-229	152
-836	-354	115
-927	-456	132
-981	-538	136
-1040	-716	216
-973	-621	273
-1068	-861	145
-1544	-761	87
-1249	-408	56
-1085	-292	70
-913	-237	51
-877	-231	28
-980	-208	49
-1112	-184	75
-993	-127	143
-954	-160	115
-954	-295	231
-919	-288	241
-738	-240	192
-817	-289	152
-1068	-525	147
-1125	-647	191
-1156	-728	207
-1145	-876	94
-1096	-681	103
-1386	-596	44
-1276	-394	60
-845	-221	51
-844	-234	28
-936	-266	19
-1143	-200	27
-1137	-159	44
-1025	-239	172
-911	-218	155
-945	-247	268
-890	-258	262
-793	-248	199
-953	-272	233
-1049	-332	289
-1168	-729	321
-1156	-801	344
-1242	-740	294
-1053	-541	155
-1201	-562	36
-1152	-300	15
-964	-253	12
-953	-308	-50
-1096	-281	-47
-1218	-234	-50
-1305	-167	60
-1136	-113	88
-900	-162	204
-932	-256	177
-768	-132	252
-671	-157	240
-604	-204	252
-698	-292	155
-959	-309	224
-1453	-721	263
-1402	-605	296
-1098	-778	243
-1192	-720	70
-1234	-501	116
-828	-346	152
-749	-346	99
-913	-281	55
-1010	-209	44
-1184	-172	81
-1151	-175	144
-976	-168	169
-957	-244	227
-1017	-220	204
-724	-196	207
-612	-241	177
-621	-308	147
-1076	-664	216
-1202	-717	287
-1191	-735	248
-1169	-665	174
-1133	-633	143
-1274	-418	112
-1085	-324	118
-762	-200	96
-772	-245	51
-991	-221	64
-1114	-186	86
-1037	-173	137
-912	-237	195
-865	-264	248
-1018	-241	308
-866	-212	247
-753	-266	171
-869	-377	172
-1020	-543	199
-1081	-716	255
-1090	-753	263
-1018	-665	207
-1177	-728	147
-1399	-672	152
-1092	-296	143
-857	-232	143
-829	-253	48
-872	-264	70
-1028	-221	115
-1009	-193	135
-969	-157	179
-945	-177	228
-1007	-209	286
-994	-240	187
-857	-191	176
-789	-292	134
-912	-450	167
-976	-601	207
-1069	-769	222
-1132	-744	188
-1210	-616	176
-1341	-592	131
-1135	-354	139
-900	-325	124
-818	-324	83
-938	-208	83
-1002	-95	126
-930	-140	113
-965	-221	144
-852	-280	168
-1037	-324	270
-1113	-289	280
-880	-234	166
-879	-404	139
-932	-644	259
-912	-692	294
-936	-754	264
-1313	-729	172
-1113	-556	220
-1418	-623	86
-1314	-346	110
-856	-228	107
-861	-241	51
-933	-253	28
-1009	-217	35
-991	-177	35
-1010	-260	102
-834	-248	188
-848	-276	216
-1071	-285	207
-912	-184	207
-879	-397	142
-985	-474	118
-1032	-479	287
-993	-601	222
-1008	-625	176
-1157	-602	158
-1273	-573	96
-1226	-344	62
-968	-255	83
-784	-260	25
-865	-274	22
-977	-255	39
-1098	-169	8
-973	-200	60
-1000	-204	60
-1002	-212	126
-1079	-255	212
-850	-265	251
-756	-257	184
-941	-541	216
-1000	-580	280
-968	-769	224
-1128	-847	124
-1300	-761	184
-1401	-621	73
-1404	-490	91
-829	-264	108
-765	-272	64
-874	-241	27
-953	-180	48
-1061	-164	78
-1066	-189	91
-925	-210	214
-1109	-261	268
-1096	-255	220
-832	-208	179
-840	-256	143
-954	-458	142
-1033	-689	302
-967	-708	312
-1085	-685	166
-1149	-697	156
-1296	-601	135
-1405	-369	51
-1088	-240	76
-788	-268	24
-828	-279	12
-976	-212	51
-1021	-189	62
-933	-153	116
-901	-220	203
-944	-237	236
-1124	-231	230
-925	-173	175
-865	-360	124
-932	-490	86
-1023	-568	156
-1106	-601	271
-1097	-537	271
-1113	-567	211
-1269	-546	152
-1311	-472	124
-937	-272	115
-776	-253	84
-818	-247	46
-919	-253	56
-996	-175	79
-937	-156	110
-1076	-194	115
-960	-239	279
-1056	-296	311
-1005	-292	183
-857	-269	118
-900	-410	144
-930	-511	184
-941	-639	209
-1053	-764	207
-1263	-772	193
-1460	-597	92
-1393	-493	71
-906	-281	107
-753	-239	80
-744	-234	30
-1128	-281	59
-1135	-185	88
-1016	-199	131
-900	-272	144
-783	-253	208
-941	-301	243
-849	-231	204
-848	-317	99
-1025	-480	123
-1096	-573	271
-1049	-735	204
-1040	-852	121
-1140	-733	110
-1217	-616	55
-1177	-416	67
-909	-301	99
-810	-301	52
-897	-296	39
-976	-255	88
-1066	-160	120
-978	-156	118
-889	-241	209
-943	-249	243
-1092	-264	223
-880	-184	176
-808	-180	140
-997	-461	49
-1069	-616	84
-1072	-639	191
-1255	-801	143
-1146	-653	159
-1154	-687	47
-1173	-505	79
-861	-320	76
-754	-285	16
-672	-112	-9
-1095	-164	39
-1448	-277	-2
-1080	-170	81
-1140	-261	78
-1001	-257	120
-978	-317	123
-845	-296	112
-793	-288	104
-865	-317	123
-1056	-580	199
-1005	-604	268
-1135	-672	222
-1209	-573	236
-1140	-472	176
-1181	-349	121
-1079	-266	135
-807	-223	63
-813	-212	48
-909	-170	39
-1032	-199	14
-993	-153	48
-972	-266	103
-884	-317	184
-1133	-388	211
-964	-281	195
-818	-247	207
-788	-385	177
-890	-519	219
-1014	-578	352
-1037	-716	305
-1229	-585	249
-1197	-548	131
-1295	-541	33
-1177	-292	72
-900	-241	87
-793	-280	24
-873	-253	20
-1048	-196	71
-957	-216	96
-997	-274	135
-868	-287	278
-1053	-317	236
-1044	-228	200
-936	-244	182
-900	-359	143
-1076	-560	163
-1117	-644	227
-937	-848	203
-1055	-925	143
-1330	-687	48
-1544	-564	6
-1437	-356	76
-944	-268	39
-903	-250	3
-1033	-234	24
-1121	-172	55
-935	-111	115
-951	-213	158
-756	-239	233
-928	-346	233
-1015	-309	262
-949	-292	131
-999	-434	127
-1080	-522	143
-1084	-791	214
-1065	-921	199
-1021	-832	183
-1133	-777	79
-1480	-477	44
-1232	-312	92
-973	-260	91
-904	-266	27
-973	-255	35
-1188	-169	79
-1021	-141	119
-845	-233	175
-759	-234	184
-887	-272	201
-937	-205	185
-914	-208	160
-1020	-416	167
-1084	-592	151
-1093	-500	225
-1009	-903	115
-1064	-898	68
-1282	-713	88
-1377	-618	64
-1074	-301	120
-901	-292	78
-881	-301	39
-1204	-324	28
-1369	-176	48
-1077	-77	103
-908	-202	175
-720	-241	227
-877	-298	195
-930	-249	207
-957	-210	175
-1028	-242	174
-1149	-544	143
-1177	-576	239
-1129	-772	199
-1161	-784	172
-1065	-589	190
-1296	-520	97
-1125	-360	127
-869	-269	92
-904	-276	56
-993	-255	48
-1201	-177	73
-1162	-141	103
-1013	-212	166
-761	-248	204
-893	-305	211
-898	-231	204
-842	-194	167
-959	-344	176
-1036	-506	161
-1109	-605	246
-1081	-657	255
-1242	-869	129
-1049	-610	107
-1296	-696	41
-1130	-306	89
-912	-268	91
-770	-237	24
-845	-280	31
-925	-233	31
-1021	-196	20
-961	-176	80
-825	-289	176
-1025	-308	243
-1120	-330	224
-837	-274	220
-729	-308	196
-873	-504	156
-956	-616	160
-1076	-756	195
-1252	-738	143
-1140	-564	163
-1384	-602	24
-1288	-415	62
-775	-268	92
-730	-253	56
-863	-269	12
-904	-205	31
-932	-164	39
-964	-189	96
-1056	-265	105
-1148	-282	262
-1245	-353	263
-800	-272	185
-825	-404	135
-882	-426	166
-953	-641	193
-973	-753	195
-1188	-673	163
-1108	-585	152
-1201	-616	56
-1306	-413	67
-1021	-269	105
-781	-263	56
-807	-237	39
-973	-212	65
-1033	-192	83
-913	-180	134
-944	-253	161
-911	-285	230
-1109	-320	231
-961	-221	200
-905	-322	84
-983	-416	86
-993	-554	123
-1017	-724	144
-1032	-708	192
-1061	-740	89
-1242	-679	63
-1415	-580	57
-1177	-257	113
-936	-216	103
-916	-253	56
-961	-237	71
-984	-193	76
-832	-183	124
-932	-213	116
-993	-287	208
-1193	-303	223
-961	-239	144
-873	-313	115
-908	-410	99
-913	-482	129
-973	-676	107
-1080	-703	145
-1192	-687	153
-1337	-687	48
-1393	-516	72
-961	-290	116
-813	-289	83
-793	-281	62
-932	-242	38
-1032	-200	41
-1106	-207	51
-929	-237	135
-841	-280	231
-1104	-269	159
-993	-221	163
-808	-311	135
-852	-372	88
-973	-559	183
-1012	-593	216
-1020	-688	195
-1183	-729	143
-1192	-620	139
-1352	-441	95
-1160	-296	99
-802	-289	70
-799	-269	39
-861	-253	44
-1005	-184	63
-984	-223	81
-1050	-248	91
-961	-231	168
-1090	-285	224
-940	-263	195
-815	-241	159
-876	-381	111
-943	-505	118
-1020	-664	176
-1040	-697	171
-1135	-737	129
-1193	-692	87
-1351	-575	59
-1034	-322	87
-852	-320	56
-820	-319	23
-985	-255	9
-1088	-200	14
-967	-193	70
-968	-225	111
-927	-263	158
-1045	-296	222
-1045	-293	246
-820	-272	155
-841	-311	124
-989	-528	156
-1032	-596	207
-1047	-679	180
-1184	-664	143
-1103	-612	132
-1458	-535	71
-1264	-335	104
-776	-289	65
-777	-279	33
-864	-249	8
-964	-208	63
-983	-217	47
-869	-217	183
-1104	-237	32
-1101	-320	262
-1095	-420	252
-945	-409	171
-925	-390	96
-890	-404	156
-825	-788	28
-841	-897	72
-1175	-855	55
-1298	-650	57
-1641	-594	9
-1410	-337	76
-1065	-241	84
-817	-186	31
-800	-176	63
-765	-164	88
-765	-208	91
-785	-188	120
-852	-213	235
-1128	-327	259
-1320	-408	143
-1040	-421	151
-897	-314	158
-857	-560	9
-854	-621	59
-945	-784	156
-936	-656	143
-1265	-639	57
-1537	-633	88
-1479	-521	87
-944	-225	102
-813	-218	82
-861	-231	40
-943	-212	70
-985	-183	73
-1018	-205	105
-951	-218	155
-1360	-324	227
-1140	-260	203
-756	-293	126
-799	-405	83
-904	-495	99
-1018	-669	193
-989	-842	129
-1249	-824	111
-1121	-621	100
-1480	-528	39
-1201	-360	89
-906	-313	92
-791	-250	44
-882	-231	72
-1031	-196	103
-953	-173	126
-994	-228	112
-936	-249	216
-1122	-308	270
-917	-212	152
-788	-253	112
-900	-468	99
-976	-569	143
-1040	-655	192
-1064	-761	179
-1205	-737	144
-1304	-703	67
-1449	-545	99
-932	-317	113
-761	-311	57
-729	-255	56
-916	-228	80
-972	-200	88
-884	-181	147
-952	-215	220
-1005	-249	197
-1066	-352	263
-1112	-386	207
-936	-380	89
-943	-431	113
-797	-562	134
-858	-713	79
-953	-797	118
-1266	-634	192
-1168	-527	143
-1456	-402	87
-1200	-296	89
-793	-266	60
-789	-255	56
-865	-228	44
-1111	-201	39
-1020	-141	65
-948	-249	115
-857	-232	207
-1122	-353	233
-953	-266	200
-812	-239	159
-879	-377	103
-973	-511	103
-1092	-751	182
-1114	-733	212
-1321	-769	167
-1129	-612	147
-1261	-621	99
-1060	-292	76
-879	-253	71
-868	-258	12
-970	-234	4
-1034	-159	8
-1045	-180	96
-917	-200	183
-900	-253	184
-1037	-239	263
-951	-244	222
-823	-264	151
-817	-336	120
-932	-484	184
-980	-592	184
-1098	-705	166
-1290	-767	143
-1136	-652	172
-1429	-505	62
-1228	-335	104
-769	-295	92
-781	-264	59
-961	-228	25
-1100	-199	33
-1089	-176	56
-1008	-239	86
-936	-217	144
-1128	-289	232
-887	-229	238
-680	-266	155
-799	-301	131
-1000	-481	139
-1151	-692	239
-1058	-809	198
-1088	-690	140
-1117	-653	91
-1388	-676	55
-1073	-320	105
-861	-276	86
-765	-233	39
-825	-234	67
-951	-221	92
-985	-240	108
-1081	-229	95
-921	-277	251
-1178	-313	204
-916	-210	198
-802	-304	179
-817	-380	100
-945	-506	126
-1008	-613	179
-1012	-711	152
-961	-600	163
-1205	-757	79
-1501	-665	67
-1432	-503	79
-842	-288	91
-749	-264	63
-901	-237	78
-985	-239	78
-989	-173	144
-1020	-196	134
-952	-212	121
-1144	-285	216
-1081	-289	216
-762	-288	113
-781	-340	108
-1020	-660	164
-1028	-712	208
-993	-839	183
-1223	-820	131
-1096	-641	127
-1492	-549	83
-1229	-332	152
-808	-260	94
-812	-249	63
-853	-233	104
-905	-221	96
-922	-209	152
-984	-234	207
-865	-194	232
-1069	-237	296
-1037	-208	228
-836	-224	184
-909	-464	144
-997	-618	171
-1050	-813	195
-1012	-826	152
-1146	-784	148
-1268	-688	51
-1581	-601	76
-1089	-241	127
-865	-236	108
-810	-224	65
-861	-236	88
-898	-207	78
-794	-178	104
-930	-224	142
-1034	-212	207
-1320	-319	247
-1289	-308	211
-857	-362	115
-836	-338	120
-879	-602	76
-969	-796	105
-1032	-658	179
-1215	-725	137
-1245	-631	76
-1385	-474	123
-1088	-356	126
-784	-313	64
-841	-269	51
-1037	-208	78
-1081	-184	67
-945	-176	92
-832	-274	127
-840	-289	204
-1143	-226	216
-961	-200	132
-820	-319	88
-852	-450	15
-937	-564	15
-1049	-748	108
-1058	-753	103
-1028	-797	27
-1341	-807	-29
-1501	-577	49
-1009	-266	121
-804	-261	76
-788	-244	41
-852	-272	30
-936	-233	7
-852	-213	67
-1055	-276	80
-1089	-340	185
-1256	-392	195
-860	-265	164
-756	-337	103
-765	-424	88
-993	-681	124
-1056	-748	167
-1136	-793	97
-1177	-704	103
-1394	-634	-7
-1388	-468	75
-1066	-317	71
-759	-249	39
-769	-221	25
-884	-225	52
-911	-172	76
-909	-176	110
-983	-226	151
-973	-216	211
-1340	-345	236
-988	-290	192
-740	-320	112
-801	-375	63
-1000	-633	107
-981	-672	188
-1000	-685	212
-1201	-617	182
-1369	-609	151
-1353	-338	151
-1058	-244	131
-808	-231	104
-733	-263	64
-837	-265	59
-1031	-221	62
-913	-193	127
-1032	-224	172
-1021	-220	263
-1108	-289	278
-865	-231	180
-775	-276	116
-929	-532	163
-1009	-618	207
-1009	-748	223
-1072	-748	206
-1256	-724	172
-1274	-632	92
-1463	-532	71
-920	-221	118
-780	-250	83
-786	-245	62
-882	-269	89
-879	-210	96
-868	-200	112
-1044	-237	135
-1146	-305	246
-1264	-328	284
-1021	-244	227
-746	-290	132
-799	-353	115
-1026	-617	158
-1000	-648	222
-1122	-680	156
-1241	-612	198
-1151	-561	172
-1392	-449	103
-1117	-296	116
-769	-260	79
-752	-237	70
-909	-234	71
-1004	-183	76
-1025	-191	116
-1073	-225	120
-983	-228	206
-1194	-273	219
-1045	-228	159
-834	-208	167
-817	-349	41
-906	-458	60
-1015	-624	166
-1032	-695	175
-1236	-697	143
-1100	-634	148
-1266	-701	102
-1129	-345	95
-861	-273	115
-807	-282	35
-959	-281	19
-1162	-141	-2
-1117	-136	38
-961	-137	110
-1037	-241	156
-1077	-290	243
-784	-263	231
-629	-200	209
-625	-218	207
-957	-568	406
-1120	-735	423
-1108	-748	323
-1113	-599	245
-1202	-601	112
-1522	-617	17
-1520	-361	0
-866	-140	57
-791	-223	12
-793	-249	35
-861	-248	44
-921	-212	107
-804	-177	204
-935	-208	224
-1096	-208	284
-1229	-236	352
-1017	-336	163
-905	-377	135
-845	-383	143
-813	-584	158
-876	-692	164
-1085	-620	191
-1330	-708	143
-1370	-509	71
-1423	-448	31
-1248	-296	56
-793	-263	51
-772	-255	22
-925	-212	7
-1025	-185	30
-984	-167	89
-1000	-221	120
-856	-200	204
-1170	-317	289
-1057	-218	228
-845	-308	155
-856	-361	140
-933	-482	144
-970	-673	207
-1009	-737	235
-1037	-645	172
-1119	-685	131
-1537	-524	52
-1346	-357	62
-992	-266	67
-760	-247	39
-799	-245	44
-1016	-237	88
-1041	-189	105
-1005	-208	161
-857	-194	207
-1041	-292	240
-1104	-239	228
-936	-226	174
-856	-474	207
-945	-625	200
-976	-765	211
-937	-831	159
-1053	-743	143
-1204	-625	56
-1506	-591	19
-1197	-232	47
-900	-183	67
-818	-209	56
-881	-207	54
-895	-196	68
-866	-199	96
-884	-205	129
-945	-245	185
-1202	-296	227
-1293	-325	207
-940	-303	127
-874	-319	166
-858	-576	86
-943	-616	155
-1071	-680	289
-1133	-658	238
-1090	-624	232
-1488	-537	56
-1465	-346	92
-887	-234	75
-808	-277	32
-808	-265	39
-935	-249	76
-981	-213	103
-980	-209	124
-879	-228	206
-1156	-335	249
-1177	-271	224
-978	-191	161
-775	-377	159
-833	-488	155
-1017	-744	216
-1032	-807	216
-1181	-764	135
-1104	-655	108
-1376	-668	23
-1282	-329	107
-938	-248	126
-740	-241	52
-815	-239	57
-897	-253	87
-1009	-221	108
-1018	-208	118
-863	-180	246
-989	-272	252
-1060	-220	156
-924	-192	175
-840	-292	136
-914	-463	111
-1009	-520	169
-1007	-644	248
-1064	-672	200
-1020	-530	220
-1128	-584	95
-1369	-551	63
-1000	-257	95
-853	-276	63
-863	-274	44
-941	-260	40
-1076	-177	33
-977	-137	96
-985	-173	159
-904	-228	184
-1060	-295	279
-903	-250	224
-783	-263	160
-781	-313	123
-945	-433	167
-1013	-570	207
-1048	-689	235
-1156	-605	196
-1137	-616	91
-1404	-601	76
-1345	-401	97
-848	-249	97
-760	-260	67
-810	-245	91
-872	-241	83
-1002	-202	116
-996	-196	159
-1069	-241	150
-1066	-292	263
-1146	-295	227
-822	-232	160
-794	-343	135
-813	-450	160
-967	-609	275
-993	-666	284
-943	-639	217
-1168	-791	120
-1482	-592	79
-1468	-441	67
-1168	-255	80
-776	-242	88
-754	-244	79
-900	-240	99
-1017	-228	99
-943	-186	163
-921	-208	152
-953	-237	216
-1212	-312	312
-953	-244	240
-765	-329	167
-837	-464	171
-928	-592	176
-1013	-815	169
-984	-760	184
-1117	-660	120
-1380	-612	54
-1277	-317	118
-976	-265	123
-789	-277	105
-793	-234	86
-863	-247	94
-961	-208	94
-840	-193	145
-989	-228	131
-1068	-266	207
-1205	-327	276
-925	-287	144
-847	-311	110
-864	-473	134
-873	-609	143
-930	-749	175
-1073	-607	216
-1172	-660	185
-1480	-593	135
-1433	-404	145
-936	-205	115
-784	-228	88
-784	-249	70
-892	-225	88
-976	-209	70
-964	-189	143
-980	-263	150
-1156	-300	248
-1210	-320	233
-960	-228	179
-823	-336	107
-866	-388	110
-967	-568	163
-1016	-679	159
-1229	-719	159
-1106	-616	163
-1224	-648	86
-1271	-367	145
-969	-274	142
-772	-264	72
-800	-240	71
-873	-248	75
-1026	-196	56
-956	-172	89
-916	-221	158
-993	-292	227
-1092	-256	207
-856	-197	179
-737	-249	147
-824	-425	136
-948	-538	169
-1063	-688	233
-1231	-727	169
-1117	-513	172
-1192	-572	89
-1218	-464	102
-800	-261	88
-720	-276	67
-876	-273	62
-1007	-212	78
-1101	-173	52
-1032	-194	124
-1032	-258	97
-1009	-322	244
-1092	-305	231
-789	-212	164
-765	-263	132
-775	-330	142
-928	-596	236
-952	-628	300
-1050	-546	263
-1217	-597	214
-1393	-522	115
-1440	-458	120
-1205	-279	119
-724	-217	83
-708	-221	63
-793	-228	92
-834	-200	83
-881	-185	115
-1007	-269	131
-991	-247	275
-1277	-301	244
-984	-212	206
-697	-314	167
-722	-385	155
-797	-506	182
-976	-756	208
-1008	-741	220
-1212	-599	172
-1261	-561	83
-1384	-466	103
-1136	-296	96
-844	-208	96
-727	-212	73
-740	-207	79
-876	-221	72
-817	-189	105
-1069	-239	96
-1213	-312	156
-1293	-305	324
-1012	-405	147
-920	-413	79
-799	-386	222
-791	-593	163
-869	-810	118
-921	-629	196
-1261	-817	91
-1652	-495	129
-1424	-389	119
-968	-188	99
-868	-173	100
-849	-189	103
-928	-207	48
-953	-189	48
-949	-232	112
-857	-215	163
-1265	-484	207
-1064	-452	155
-792	-322	182
-729	-360	167
-840	-520	163
-1021	-853	187
-1017	-847	208
-1145	-804	158
-1370	-724	8
-1541	-708	9
-991	-297	95
-769	-232	80
-751	-237	38
-874	-245	76
-994	-228	83
-952	-168	145
-1032	-221	204
-989	-285	252
-1098	-298	332
-850	-217	192
-800	-260	159
-901	-416	160
-976	-724	251
-941	-690	295
-986	-615	191
-1145	-682	143
-1105	-644	118
-1496	-532	94
-1231	-317	139
-793	-249	111
-776	-225	76
-856	-242	92
-956	-244	108
-957	-212	132
-999	-249	167
-936	-196	188
-1265	-304	259
-1080	-288	192
-785	-362	126
-820	-376	134
-866	-496	143
-972	-752	175
-992	-753	188
-1137	-672	156
-1265	-633	92
-1448	-400	163
-1184	-274	176
-877	-244	167
-745	-241	88
-794	-221	97
-976	-210	71
-920	-188	105
-973	-232	103
-959	-264	207
-1213	-340	214
-996	-212	166
-850	-320	184
-893	-516	153
-945	-609	163
-968	-666	203
-981	-735	159
-1229	-740	137
-1409	-592	48
-1508	-498	73
-952	-260	119
-769	-273	100
-736	-250	56
-866	-225	87
-935	-232	72
-919	-197	119
-1050	-258	139
-911	-237	199
-1196	-324	220
-1121	-266	176
-824	-324	139
-809	-386	126
-946	-564	151
-978	-640	182
-1002	-705	182
-1245	-680	147
-1096	-535	124
-1455	-493	65
-1156	-320	131
-804	-314	60
-788	-253	51
-828	-228	67
-994	-192	62
-1042	-168	57
-980	-212	131
-917	-269	152
-1025	-301	207
-1128	-288	248
-889	-232	156
-852	-401	124
-901	-477	161
-953	-679	206
-962	-744	195
-1063	-705	175
-1199	-573	148
-1545	-586	64
-1183	-212	135
-879	-217	108
-775	-256	51
-832	-237	78
-898	-263	103
-916	-177	88
-961	-193	137
-970	-200	216
-1184	-272	227
-1248	-290	231
-889	-253	135
-852	-311	151
-900	-568	196
-980	-644	204
-1040	-705	232
-1096	-609	207
-1096	-616	198
-1501	-564	99
-1433	-385	92
-871	-205	92
-801	-240	56
-872	-244	46
-929	-217	52
-985	-206	88
-976	-183	126
-912	-228	123
-1172	-317	227
