Activity Name: walk/
UserID: 637
StartTime: 0
x	y	z
665	-1170	-136
566	-816	-220
564	-695	-260
536	-792	-229
392	-913	-136
308	-861	20
352	-809	20
463	-826	-63
526	-874	-42
536	-865	-49
584	-881	-49
627	-1033	14
648	-1122	92
766	-1213	71
752	-1231	-15
488	-992	-95
423	-865	-141
352	-889	-41
329	-881	99
358	-784	112
424	-634	52
504	-605	11
615	-713	64
600	-857	168
548	-897	156
577	-976	124
585	-1079	135
647	-1289	252
617	-1229	169
553	-913	88
563	-804	116
606	-941	87
497	-840	62
337	-612	48
294	-532	78
335	-617	182
376	-865	216
337	-961	262
382	-1053	203
367	-1261	347
368	-1559	312
387	-1610	192
310	-1405	-132
183	-1068	-178
215	-997	-145
217	-813	63
263	-783	88
340	-724	-18
465	-685	-69
528	-669	48
568	-831	131
575	-932	177
611	-1071	224
652	-1225	264
711	-1364	145
566	-1289	62
519	-989	-109
508	-1173	-200
396	-1261	-56
371	-1045	-221
275	-552	-168
68	-375	159
96	-618	371
353	-584	169
348	-840	496
295	-1055	560
240	-1274	355
435	-1465	480
470	-1501	531
408	-1384	359
371	-1128	211
155	-984	76
136	-783	-8
159	-505	-58
152	-305	-159
145	-249	-164
144	-476	-141
166	-720	-36
159	-1084	-72
222	-1501	-153
367	-1936	-116
639	-2048	-136
492	-1844	-380
329	-1399	-865
103	-1397	-735
-4	-1568	-336
-55	-1404	-386
-173	-1217	-116
-225	-1044	159
-288	-893	124
-340	-656	143
-401	-201	304
-392	17	284
-309	-32	222
-428	-68	176
-733	-109	39
-1636	-344	-298
-2048	-909	-572
-2048	-1005	-649
-2048	-513	-356
-2048	-365	-225
-1975	-561	-589
-1849	-824	-920
-1362	-1076	-864
-912	-954	-658
-628	-877	-506
-448	-935	-625
-517	-957	-668
-837	-988	-640
-1140	-956	-528
-1545	-957	-473
-1978	-916	-440
-2048	-879	-570
-2048	-919	-736
-2048	-615	-671
-2048	-312	-553
-1652	-252	-561
-1209	-148	-580
-840	-2	-514
-616	68	-205
-480	39	-13
-469	328	63
-514	231	-1
-1032	-143	-61
-1452	-253	-89
-2041	-656	-236
-2048	-876	-205
-2048	-516	-196
-2048	-420	-453
-1972	-589	-677
-1817	-764	-616
-1556	-776	-487
-1208	-1005	-412
-737	-1113	-458
-609	-996	-432
-778	-804	-436
-972	-818	-369
-1330	-733	-308
-1829	-573	-429
-2048	-537	-578
-2048	-464	-705
-2048	-388	-770
-2048	-221	-698
-1693	-154	-567
-1413	-57	-516
-1076	199	-511
-765	311	-288
-673	455	-253
-641	460	-358
-1245	140	-304
-1586	-113	-225
-1829	-249	-296
-1925	-381	-333
-2024	-328	-401
-1877	-426	-466
-1812	-450	-345
-1640	-452	-253
-1437	-657	-247
-1242	-938	-145
-1096	-1106	-47
-1096	-945	-137
-1113	-594	-64
-1101	-412	67
-1337	-375	-52
-1805	-439	-386
-1933	-381	-576
-1864	-224	-596
-1873	-106	-608
-1680	-84	-604
-1437	-25	-463
-1306	14	-477
-1079	19	-377
-949	-52	-192
-712	393	-226
-663	383	-221
-1000	67	-183
-1261	-98	-201
-1471	-194	-221
-1633	-400	-325
-1677	-600	-447
-1705	-564	-376
-1741	-402	-192
-1545	-396	-284
-1335	-453	-328
-1236	-744	-232
-1033	-1017	-221
-927	-1112	-220
-937	-727	-164
-1220	-633	-104
-1551	-564	-201
-1753	-292	-340
-1786	-164	-357
-1704	-196	-404
-1588	-183	-441
-1463	-135	-480
-1309	-121	-461
-1287	-96	-400
-1145	56	-305
-773	406	-89
-569	316	-68
-735	87	-74
-1200	7	-164
-1509	-88	-160
-1695	-201	-125
-1652	-367	-172
-1453	-468	-225
-1348	-304	-296
-1434	-354	-400
-1457	-559	-418
-1346	-716	-397
-1192	-842	-245
-1089	-909	-144
-1112	-865	-205
-1057	-639	-228
-1108	-552	-136
-1327	-485	-105
-1577	-292	-255
-1688	-184	-369
-1576	-157	-381
-1525	-136	-365
-1434	-121	-381
-1216	-100	-372
-1049	-74	-282
-1064	-84	-221
-953	-68	-66
-769	-57	39
-656	-63	8
-785	-136	1
-1097	-209	31
-1416	-441	15
-1473	-405	-125
-1357	-264	-79
-1220	-264	-106
-1341	-442	-282
-1298	-628	-312
-1209	-621	-180
-1137	-568	-52
-1000	-665	-57
-1049	-727	-154
-1056	-607	-240
-1040	-351	-167
-1154	-383	-100
-1400	-445	-260
-1533	-340	-377
-1498	-208	-372
-1485	-89	-328
-1513	-136	-372
-1373	-200	-361
-1272	-146	-272
-1217	-97	-222
-1064	-81	-199
-781	24	-116
-564	-49	-96
-671	-205	33
-909	-109	67
-1161	-84	-1
-1376	-154	-9
-1490	-228	-32
-1431	-253	-153
-1473	-392	-349
-1482	-597	-305
-1353	-533	-172
-1241	-471	-89
-1156	-557	-34
-970	-713	-121
-938	-808	-136
-873	-562	-130
-1026	-388	-132
-1329	-460	-208
-1585	-400	-322
-1737	-257	-424
-1585	-109	-408
-1508	-136	-330
-1413	-202	-340
-1277	-207	-344
-1208	-241	-258
-1199	-199	-173
-970	-82	-40
-714	-52	152
-621	-202	303
-661	-244	272
-881	-160	152
-1056	-89	67
-1145	-82	-49
-1248	-250	-217
-1488	-448	-343
-1605	-577	-569
-1517	-613	-463
-1369	-665	-256
-1204	-589	-228
-1113	-634	-240
-1076	-748	-292
-975	-816	-266
-904	-628	-154
-1064	-781	-225
-1354	-716	-324
-1680	-570	-402
-2004	-616	-500
-2048	-824	-528
-2037	-900	-505
-1721	-984	-429
-1328	-783	-168
-1060	-672	-8
-665	-865	255
-354	-749	726
-12	-482	833
288	-404	668
414	-249	376
335	71	273
380	131	270
511	67	100
496	302	7
480	377	-32
568	599	-177
623	892	-20
803	896	192
1020	665	335
1087	537	222
1056	511	63
1043	431	-84
972	454	-146
924	332	41
787	239	284
627	179	312
532	152	209
608	192	81
760	214	8
855	384	76
1111	495	99
1337	425	318
1238	496	254
974	488	-18
739	500	-4
656	552	191
694	535	319
760	369	228
652	262	48
507	310	-52
523	403	-49
636	499	-81
796	647	-18
968	702	158
1104	630	295
1169	519	339
1001	371	204
902	358	-68
915	271	-113
908	223	135
784	252	387
632	207	348
523	198	179
551	223	83
627	316	96
764	423	91
1075	486	92
1383	455	231
1409	524	295
1176	384	204
915	232	295
726	255	374
723	297	219
684	280	63
560	291	-26
531	419	-73
595	511	46
723	571	158
924	609	188
1092	591	291
1201	480	488
1014	415	479
787	432	185
726	424	-18
743	348	24
744	216	230
660	163	396
620	144	335
660	147	201
755	168	233
819	243	295
956	340	321
1147	339	415
1257	457	395
1175	415	312
935	188	360
812	184	446
780	254	491
739	240	352
639	217	144
552	307	15
552	408	38
600	476	163
723	508	319
956	543	483
1119	502	607
1159	435	571
963	428	263
879	388	-33
860	323	-34
854	191	175
739	137	424
588	201	412
568	184	271
607	216	167
704	179	79
864	235	112
1105	407	174
1340	585	287
1350	615	236
1112	342	40
832	252	120
720	319	303
696	287	380
646	217	270
551	232	92
547	304	-32
635	404	-47
777	560	12
902	705	161
952	732	264
1043	665	280
1009	575	204
926	462	-32
887	415	-125
854	294	31
759	132	252
616	124	335
556	137	230
627	131	201
719	224	167
920	238	127
1176	300	159
1400	344	248
1351	376	307
1057	335	161
860	265	137
780	247	327
824	246	382
803	176	280
639	183	100
519	284	-18
518	419	-8
630	576	60
819	646	156
1030	553	280
1240	480	444
1176	432	496
974	364	244
860	320	23
803	275	-32
760	217	83
662	184	248
587	121	252
588	92	199
647	132	265
796	199	311
1022	259	350
1248	360	372
1366	359	396
1155	307	279
944	167	319
822	124	495
819	184	431
767	175	259
591	199	84
480	299	1
511	424	46
597	540	195
792	515	367
1031	566	472
1303	560	491
1287	348	449
1095	175	183
902	137	79
739	219	97
620	236	179
534	207	236
568	152	209
647	152	207
729	225	259
944	216	364
1187	236	438
1303	393	494
1326	348	467
1183	-4	591
871	59	736
652	241	624
583	193	380
519	137	166
435	206	-2
447	312	-25
545	432	105
707	579	363
939	681	576
1159	647	534
1223	511	467
1041	316	192
999	209	86
903	215	238
756	195	419
553	166	492
483	150	287
547	120	184
639	182	179
764	291	236
1008	375	376
1304	387	478
